X1,Publication,Title,Tagline,Author,Category,City,Date
52,Fox News,The Dow's biggest single-day gains and losses in history,A historical look at the Dow's biggest point gains and losses.,NA,markets,national,2018-01-01
53,Fox News,"Trump set to preside over record spending, deficits as coronavirus costs explode","Following the passage of the $2.2 trillion CARES Act late last month, Goldman Sachs reportedly has forecast that the federal deficit will reach $3.6 trillion for 2020.",NA,politics,national,2020-04-01
54,Fox News,Tom Cotton: China will have to face 'reckoning' for coronavirus pandemic,"Sen. Tom Cotton, R-Ark., said on Monday that the United States must attempt to remove essential medical manufacturing from China after their handling of the coronavirus outbreak.",NA,media,national,2020-04-01
55,Fox News,"US, Mexico, Canada extend coronavirus travel restrictions for another month","The United States, Mexico and Canada are extending restrictions on non-essential travel for an additional 30 days due to the coronavirus crisis, the Department of Homeland Security said Monday.",NA,politics,national,2020-05-01
56,Fox News,"Trump prepares for first campaign rally in months in Tulsa amid concerns about coronavirus, violence","President Trump on Saturday will head to Tulsa, Oklahoma to address what is likely to be a packed rally of supporters -- despite objections from local officials about the potential spread of the coronavirus, and fears that violence could break out as protesters as well as supporters flock to the event.",NA,politics,national,2020-06-20
57,Fox News,Judge refuses to block Trump's coronavirus green card freeze,A federal judge in Oregon who previously blocked President Trump’s order to bar immigrants who lacked or could not afford health insurance refused to do the same with regard to Trump’s recent pause on green cards.,NA,politics,national,2020-05-01
58,Fox News,"Today on Fox News: June 5, 2020",A federal judge in Oregon who previously blocked President Trump’s order to bar immigrants who lacked or could not afford health insurance refused to do the same with regard to Trump’s recent pause on green cards.,NA,media,national,2020-06-01
59,Fox News,"Trump says Thunderbirds, Blue Angels will do flyovers across country to honor medical workers","Trump did not say which cities the Thunderbirds and Blue Angels, the U.S. military's two top flight demonstration teams dedicated to showcasing America's air prowess, would be flying over.",NA,politics,national,2020-05-01
60,Fox News,Biden gaffe tests patience of black supporters,"Trump campaign goes on attack, calls Biden’s line ""dehumanizing.""",NA,politics,national,2020-06-01
61,Fox News,"Trump wants cruise ship passengers to stay at sea, but leaves decision up to Pence","President Trump visited the Centers for Disease Control and Prevention Friday for a briefing on the coronavirus, following a scare earlier this week that a CDC staffer had contracted the COVID-19 virus.",NA,politics,national,2020-03-01
62,Fox News,Trying To Unite After A Tough Week For America,"This week, Americans all across the country protested against police brutality following the death of George Floyd. Some protests became violent in areas like New York, Los Angeles and even Washington D.C. President Trump has been met with a lot of criticism on his handling and response to the prot",NA,radio,national,2020-06-01
63,Fox News,"Trump says he can’t confirm China’s coronavirus case numbers, warns of 'horrific' days to come","President Trump said Wednesday he could not confirm the veracity of the numbers of coronavirus cases and deaths being reported by China, as he warned Americans to brace for more “horrific” days in dealing with the virus.",NA,politics,national,2020-04-01
64,Fox News,Trump slams Pelosi as 'weak and pathetic puppet' in latest coronavirus clash,President Trump on Thursday blasted House Speaker Nancy Pelosi as a “weak and pathetic puppet” in their latest clash over funding for the World Health Organization and other issues amid the coronavirus crisis.,NA,politics,national,2020-04-01
65,Fox News,Trump suggests coronavirus pandemic worse than the Spanish flu in some ways,"President Trump on Tuesday appeared to suggest that the coronavirus pandemic is worse than the Spanish flu pandemic at the end of World War I that killed at least 50 million people, including about 675,000 in the United States.",NA,politics,national,2020-05-01
66,Fox News,"World Health Organization leader asks US to reconsider freezing funds, vows to continue fighting coronavirus","Calling the United States a ""longstanding and generous friend,"" the head of the World Health Organization on Wednesday said he ""regrets"" President Trump's decision to freeze millions of dollars in funding to the global group and said he hoped the White House would reconsider.",NA,world,national,2020-04-01
67,Fox News,Victor Davis Hanson: US leads coronavirus fight — world looks to America now and for recovery,A current global myth alleges that America under the Trump administration is not leading the world fight against the coronavirus in its accustomed role as the postwar global leader.,NA,opinion,national,2020-04-01
68,Fox News,"Trump, at White House briefing, outlines broad measures to combat coronavirus in hardest-hit states",President Trump outlined on Sunday broad measures the federal government is taking to help combat the coronavirus pandemic in three states hardest by the contagion.,NA,politics,national,2020-04-01
69,Fox News,Gordon G. Chang: Trump is right to ditch 5 decades of failed US-China engagement policy,"China has been challenging the United States across the board, and President Trump – with comprehensive comments Friday – signaled the United States would defend itself across the board.",NA,opinion,national,2020-06-01
70,Fox News,Dem lawmaker wants Trump prosecuted at international court for 'crimes against humanity',"A Democratic state representative in Ohio said she ""can't take it anymore"" and vowed to refer President Trump to the International Criminal Court for ""crimes against humanity"" over Trump's promotion of a drug that has not been conclusively proven to fight the coronavirus.",NA,politics,national,2020-04-01
71,Fox News,Top Dem super PAC rolling out $6M in ads attacking Trump's coronavirus response,"A super PAC led by a former aide to Hillary Clinton is rolling out a $6 million ad campaign starting Tuesday, attacking President Trump's response to the coronavirus pandemic.",NA,politics,national,2020-04-01
72,Fox News,Potential coronavirus vaccine enters human testing trial,"A super PAC led by a former aide to Hillary Clinton is rolling out a $6 million ad campaign starting Tuesday, attacking President Trump's response to the coronavirus pandemic.",NA,us,national,2020-05-01
73,Fox News,Trump announces public-private partnership to develop coronavirus vaccine 'by the end of the year if we can',"President Trump on Friday announced a new public-private partnership to develop a vaccine for the novel coronavirus as part of what's being called “Operation Warp Speed,"" saying he hopes it will be produced ""quickly"" and will possibly be ready by the end of the year.",NA,politics,national,2020-05-01
74,Fox News,Coronavirus: President Trump said US authorities 'shut it down.' Here's what that means,"On Sunday, the Department of Homeland Security issued a restricted travel edict.",NA,travel,national,2020-02-01
75,Fox News,House passes $3T coronavirus relief -- the most expensive bill in history,"The House of Representatives on Friday evening passed a $3 trillion coronavirus relief bill, the most expensive legislation approved by that body in history, that Democrats hailed as the unprecedented response needed to deal with the pandemic and its economic fallout.",NA,politics,national,2020-05-01
76,Fox News,"Feinstein urges Trump to reverse plan to block Iran request for $5B in IMF aid, claims it is in ‘our national interest’","Sen. Dianne Feinstein, D-Calif., has written to President Trump urging him to reverse a reported plan to block an Iranian request to the International Monetary Fund (IMF) for $5 billion in aid to fight the coronavirus crisis -- saying it is in the U.S. national interest to accede to the request.",NA,politics,national,2020-04-01
77,Fox News,Kay Coles James: Trump’s coronavirus national emergency declaration helps mobilize nation,"President Trump’s declaration of a national emergency Friday to deal with the coronavirus pandemic is anything but a sign to panic. Instead, it’s a reassurance to the American people.",NA,opinion,national,2020-03-01
78,Fox News,Which US states are ready for phase 1 of reopening after coronavirus lockdown?,"Some states are starting to plan for a return to normalcy, though many are in no rush to do so.",NA,us,national,2020-04-01
79,Fox News,Tennessee pushes forward with reopening businesses despite the rise of COVID-19 cases,"Sen. Marsha Blackburn, R-Tenn., says she thinks her state is “doing very well with the reopening,” despite those who say businesses should remain closed.",NA,media,national,2020-05-01
80,Fox News,Trump predicts coronavirus vaccine 'before the end of the year' as case count surges in parts of US,"President Trump predicted Thursday during a ""Hannity"" town hall in Green Bay, Wis. that ""before the end of the year, we’ll have a vaccine"" for the coronavirus.",NA,media,national,2020-06-25
81,Fox News,Trump unapologetically uses phrase ‘Chinese Virus’ as clash escalates with China over its origins,"The war of words between the Trump administration and China over the origin of coronavirus has escalated as President Trump is going out of his way to call it the ""Chinese Virus"" and China has embarked on a propaganda campaign to shift blame for the pandemic away from the Chinese Communist Party's handling of the crisis.",NA,politics,national,2020-03-01
82,Fox News,"Republicans, immigration hawks call on Trump to further expand immigration restrictions amid economic woes",Republicans and immigration hawks are increasing the pressure on President Trump to expand restrictions on immigration into the U.S. amid the dire economic situation -- calling on Trump to limit the number of temporary guest workers coming into the country.,NA,politics,national,2020-05-01
83,Fox News,"Immigration hawks underwhelmed by executive order, call for Trump to 'do better'","Even as President Trump faces blistering criticism from Democrats for his executive order restricting immigration into the U.S., he is also encountering significant pushback from immigration hawks -- who argue the order falls short of the moratorium they were expecting, and are demanding Trump “do better.”",NA,politics,national,2020-05-01
84,Fox News,Americans face nearly unprecedented travel restrictions inside US as states rush to stem coronavirus tide,"Taken together, these travel restrictions, which reach nearly every corner of the United States, are a nearly unprecedented limitation of Americans' movement as every level of government is scrambling to prevent the spread of the coronavirus.",NA,politics,national,2020-04-01
85,Fox News,James Carafano: Trump’s coronavirus national emergency declaration allows US to escalate war on virus,The national emergency declaration greatly expands the resources available to states and communities for dealing with the coronavirus and the fallout from the pandemic.,NA,opinion,national,2020-03-01
86,Fox News,Ford tells White House Trump should wear coronavirus mask when visiting plant this week,"President Trump and officials accompanying him to a Ford Motor Company factory in Michigan that manufactures ventilators on Thursday were recommended to wear masks at the facility, the auto-maker said Tuesday.",NA,politics,national,2020-06-01
87,Fox News,Dale Wilcox: Trump's coronavirus immigration halt is legal and necessary,"This executive order is all about helping the struggling everyman, and yet the avalanche of criticism has already begun. Critics say it is racist, xenophobic and illegal. All of those accusations are false.",NA,opinion,national,2020-05-01
88,Fox News,More than a dozen USS Theodore Roosevelt sailors test positive for coronavirus a second time,"At least 13 sailors serving aboard the sidelined USS Theodore Roosevelt have tested positive for the coronavirus a second time, according to reports.",NA,us,national,2020-05-01
89,Fox News,Pence tells 'Ingraham Angle' Trump will move to reopen the economy 'at a responsible moment',Vice President Mike Pence told Fox News' Laura Ingraham in an exclusive interview airing Tuesday that the Food and Drug Administration (FDA) is very close to approving a viable antibody test that will help determine an individual's immunity to the coronavirus.,NA,media,national,2020-04-01
90,Fox News,"Coronavirus cases in US exceed 1,000, as Michigan sees its first cases","The first cases of coronavirus have been confirmed in Michigan on Tuesday night, as the total amount of infected in the U.S. nears 1,000.",NA,health,national,2020-03-01
91,Fox News,James Carville predicts 'Democratic wipeout' in November after Trump's coronavirus response,Democratic strategist James Carville predicted on Wednesday that Democrats would easily achieve victory in November because of the way Trump handled the coronavirus pandemic.,NA,media,national,2020-04-01
92,Fox News,MSNBC legal analyst suggests Trump is guilty of 'negligent homicide' for coronavirus response,MSNBC legal analyst Glenn Kirschner argued on Tuesday that President Trump is in legal trouble over his response to the coronavirus outbreak.,NA,media,national,2020-03-01
93,Fox News,Michigan AG tells Trump to wear mask while visiting Ford plant: It's 'the law',Michigan's attorney general urged President Trump to wear a face mask when he visits the state Thursday to tour a Ford Motor Co. plant.,NA,politics,national,2020-06-01
94,Fox News,Ex-NYT reporter Berenson skeptical about COVID spike: Positive test numbers alone 'not clinically meaningful',"Former New York Times reporter Alex Berenson told ""The Story"" Friday that while he wasn't sure if the increased number of coronavirus cases in some parts of the country amount to a so-called ""second wave"" of the pandemic, the mainstream media's coverage shows that it ""just wants panic.""",NA,media,national,2020-06-01
95,Fox News,"43 cases of coronavirus, 6 deaths in the US but risk to Americans 'remains low,' Pence says at WH briefing","Vice President Pence confirmed that there are 43 cases of coronavirus in the U.S. but said the risk ""remains low"" for the American people.",NA,politics,national,2020-03-01
96,Fox News,Liz Peek: Coronavirus and China – 4 ways US can start to avenge deaths of hundreds of thousands,People everywhere will demand that Beijing pay a price for the enormous loss of life and the incalculable damage done to economies around the globe.,NA,opinion,national,2020-05-01
97,Fox News,60 percent of Americans approve of Trump’s handling of coronavirus: Gallup poll,"President Trump's approval numbers are as high as they've ever been throughout his presidency as he deals with the coronavirus outbreak, according to the latest Gallup poll.",NA,politics,national,2020-04-01
98,Fox News,$2 trillion wasn’t enough: Lawmakers already eyeing another coronavirus response bill,"On the heels of the largest stimulus package passed in U.S. history, lawmakers on Capitol Hill and administration officials are contemplating yet another piece of legislation to provide economic relief amid the coronavirus outbreak.",NA,politics,national,2020-04-01
99,Fox News,"Global coronavirus infections tally surpasses 500,000, more than 120,000 recovered",The global tally of coronavirus infections reached more than half a million people on Thursday after a spike in cases reported in Italy.,NA,world,national,2020-04-01
100,Fox News,"Warren, Senate Democrats call for investigation into Trump administration response to coronavirus","Sen. Elizabeth Warren and nine other Democratic senators called for investigations into the Trump administration’s response to the coronavirus pandemic on Wednesday, calling for answers over whether “political expediency” rather than the country’s urgent public health needs have driven the administration’s decisions.",NA,politics,national,2020-05-01
1,MSNBC,Trump wanting schools opened without proper preparation resisted,"Donald Trump wanting schools reopened during the pandemic without what many authorities see as proper preparation is being resisted by many, including leaders demanding more federal government resources for schools, teachers, and support staff. Joy Reid",AM Joy,"Education, Donald Trump",national,2020-07-12
2,MSNBC,Trump and Reopen Schools Safely Act discussed by Sen. Stabenow,"Donald Trump and Betsy DeVos’s push to reopen public schools, the president’s widely criticized COVID-19 pandemic response, and the Reopen Schools Safely Act are discussed by Sen. Debbie Stabenow in conversation with Joy Reid.",AM Joy,"Education, Senate, Donald Trump",national,2020-07-12
3,MSNBC,White House works to discredit Dr. Fauci as coronavirus surges...,"As coronavirus continues to surge in states across the U.S. White House officials are distancing themselves from Dr. Anthony Fauci, the nation’s leading infectious disease expert. NBC News’ Josh Lederman reports on how the White House is working to",,,national,2020-07-12
4,MSNBC,States Across U.S Continue to Break Coronavirus Records,"As caseloads, death tolls and hospitalizations continue to rise across the country, President Trump wore a mask in public for the first time. Dr. Ebony Hilton, Associate Professor of Anesthesiology and Critical Care Medicine at the University of Virginia",,,national,2020-07-11
5,MSNBC,‘Politicians who don’t know what they’re doing should be...,"As coronavirus hot spots bubble up across the country, the debate over if and how schools should reopen rages on. MSNBC’s Alicia Menendez speaks with Lily Eskelsen Garcia, President of the National Education Association, about how teachers are responding",,Education,national,2020-07-11
6,MSNBC,"Coronovirus hits over 70,000 U.S. cases in single day","COVID-19 has hit over 70,000 U.S. cases in a single day, as the World Health Organization confirms that the coronavirus can linger in the air. Joy Reid and her panel discuss what this could mean for the possibility of schools reopening across America.",AM Joy,"Health, Education, Florida, Donald Trump",national,2020-07-11
7,MSNBC,Sly James: ‘Reacting to Donald Trump is simply catching a...,"Sly James, former mayor of Kansas City, MO, argues that the COVID crisis is an opportunity for Democrats to focus on constituents and the policies that support them.",,"Democrats , Donald Trump, Best of last night",national,2020-07-11
8,MSNBC,"Trump says U.S. doing fine as 70,000 new COVID-19 cases...",The president says the country is doing fine as COVID-19 cases rage out of control in dozens of states and the nation hits another single-day nationwide record for new cases.,The 11th Hour with Brian Williams,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,2020-07-10
9,MSNBC,Chris Hayes: GOP is becoming a pro-virus party before our eyes,"Chris Hayes on GOP: “This party is intellectually bankrupt, and entirely unable to meet the moment. It is so corroded ... that it will revolt against one of its own members when they do something right to fight the plague to save lives. It’s becoming a",All In with Chris Hayes,"Republicans, Health, Lindsey Graham, White House, Senate, Ted Cruz, Texas, Donald Trump, Best of last night",national,2020-07-10
10,MSNBC,"Steve Schmidt on Ted Cruz, Josh Hawley: ‘Small and silly men...","Steve Schmidt on GOP leaders: “Not only are they demagogues and silly people, they’re just empty vessels. They’re the type of soulless men and women we see in this terrible age that care nothing of the ideas and ideals of this country.”",All In with Chris Hayes,"Republicans, White House, Ted Cruz, Texas, Donald Trump, Best of last night",national,2020-07-10
11,MSNBC,Approval of Trump’s handling of coronavirus in sharp decline,Steve Kornacki takes a look at new polling that shows a deep decline in approval for President Donald Trump’s handling of the coronavirus.,Hardball with Chris Matthews,Donald Trump,national,2020-07-10
12,MSNBC,New reporting shows virus surge is driven by states that were...,"A look into how states whose governors took Trump’s advice and reopened early are now seeing their case numbers skyrocket, as Trump mounts a new pressure campaign to reopen schools",Deadline: White House,Donald Trump,national,2020-07-10
