X1,Publication,Title,Tagline,Author,Category,City,Date
41,MSNBC,NC Police officers’ racist rant caught on tape: ‘I can’t wait’...,"In Wilmington, North Carolina, three longtime police officers were fired after a video of their racist conversation was discovered. One officer says that a civil war is needed to, “wipe ‘em off the f------ map. That’ll put ‘em back about four or five",All In with Chris Hayes ,"Race, Equality , North Carolina, Black Lives Matter, Police Brutality, Best of last night",national,  2020-06-25
42,MSNBC,"House passes sweeping police reform bill, Pelosi calls it...","Speaker Nancy Pelosi speaks with Chris Hayes amid the House vote for the George Floyd Justice in Policing Act, which bans the use of chokeholds and some no-knock warrants at the federal level, creates a national registry to track police misconduct, and",All In with Chris Hayes ,"Race, Equality , Health, Congress, Senate, Black Lives Matter, Nancy Pelosi, Police Brutality, Best of last night, Mitch McConnell",national,  2020-06-25
43,MSNBC,Voters overwhelmingly say race will factor into presidential...,Steve Kornacki goes to the big board to break down how the Black Lives Matter movement is having an impact on the 2020 elections.,Hardball with Chris Matthews ,Elections,national,  2020-06-22
44,MSNBC,Cellphone video appears to show NYPD officer using chokehold...,"Cellphone video appears to show four officers wrestling a Black man to the ground in Queens, N.Y. It was reported that the police were called to the scene after several men were throwing debris and harassing bicyclists and pedestrians. A spokesperson for",PoliticsNation with Al Sharpton ,Black Lives Matter,national,  2020-06-21
45,MSNBC,'We are winning': Immigration and Black Lives Matter activists...,The energy is still high as young organizers take to the streets to demand action.,,"LGBT, Equality , Race",national,2020-06-21  
46,MSNBC,National Black Police Association chair on racism within the...,National Black Police Association chair Captain Sonia Pruitt and Black Law Enforcement Alliance director Marq Claxton say their struggles as Black officers reflect the “toxic culture” in policing.,,"Race, Equality , Policing, Black Lives Matter, Police Brutality, Best of last night",national,2020-06-21  
47,MSNBC,The Horrors of 2020,"This year has brought its share of horrors, including the homicides of George Floyd and Rayshard Brooks at the hands of police officers. MSNBC’s Joshua Johnson shares how Steven Spielberg’s film “Jaws” compares to the visceral images of their homicides",,,national,2020-06-21  
48,MSNBC,"Tulsa Race Riots, systemic racism discussed by viral video star","The Tulsa Race Riots, similar events in history targeting black Americans, and reparations are discussed by viral video star Kimberly Latrice Jones, an activist who spoke out with a powerful analogy for systemic racism.",AM Joy ,"Race, Equality , Civil Rights, Black Lives Matter, Best of last night",national,  2020-06-20
49,MSNBC,Trump Tulsa rally Black Lives Matter protest reportedly cordoned,"Donald Trump’s Tulsa rally witnessed Black Lives Matter protesters apparently being separated from the entrance to the rally, with at least one peaceful protester being forcibly removed. Joy Reid takes you live to the opening of the president’s rally amid",AM Joy ,"Black Lives Matter, Donald Trump, Oklahoma",national,  2020-06-20
50,MSNBC,"Police reform discussed by mothers of Eric Garner, Amadou Diallo","Today’s Black Live Matter protests and the concurrent calls for police reform are discussed by the mothers of Eric Garner and Amadou Diallo, Gwen Carr and Kadiatou Diallo, in conversation with Joy Reid.",AM Joy ,"Race, Equality , Policing, Police Brutality, Best of last night, Eric Garner",national,  2020-06-20
51,MSNBC,"Trump holds Tulsa rally amid BLM protests, pandemic","Donald Trump is holding a large rally in Tulsa, Oklahoma despite the pandemic, in a city known for race riots in the early part of the 20th century that wiped out a black community. Joy Reid’s panel comments on the president holding this rally amid Black",AM Joy ,"Race, Equality , Donald Trump, Oklahoma",national,  2020-06-20
52,MSNBC,'The fire has been ignited': DC protesters call for systemic...,"NBC News' Amanda Golden reports from Washington D.C., where protesters are calling for systemic changes to combat racism over performance activism.",,,national,2020-06-20  
53,MSNBC,Kimberlé Crenshaw: Black women killed by police are seen as...,"Columbia Law professor and African American Policy Forum executive director Kimberlé Crenshaw, whose organization created the #SayHerName campaign, says Black women are often blamed for their own deaths at the hands of police.",,"Women, Equality , Race, Policing, Black Lives Matter, Police Brutality, Best of last night",national,2020-06-20  
54,MSNBC,"Velshi: Police unions, stop protecting the racists in your ranks",MSNBC’s Ali Velshi says police unions should keep their members accountable to the public.,,"Race, Equality , Unions, Economy, Policing, Black Lives Matter, Police Brutality, Best of last night",national,2020-06-20  
55,MSNBC,"As historic marches demand change, Swae Lee talks joining...","Grammy-nominated artist Swae Lee and Pulitzer Prize-winning journalist Trymaine Lee talk with MSNBC’s Ari Melber about Juneteenth. Swae Lee opens up about his history with the holiday, Why he personally chose to join protest march is against police",,"Culture, Society, Black Lives Matter, Police Brutality, Best of last night, Oklahoma",national,2020-06-19  
56,MSNBC,Alicia Garza: 'Want to ensure that every American is able to...,"Co-founder of the Black Lives Matter movement, Alicia Garza says vote-by-mail would benefit “black Americans who are systemically disenfranchised from our ability to participate in the decisions that impact our lives.”",,,national,2020-06-19  
57,MSNBC,Sen. Warren at JusticeCon: Racial inequities ‘fall especially...,"During her remarks at the social justice convention, Sen. Elizabeth Warren draws attention to inequities faced by Black women and calls for a commitment “to making real change, not just passing empty words back and forth.”",,"Equality , Race",national,2020-06-19  
58,MSNBC,Sen. Kamala Harris shares aims of Justice in Policing Act at...,"During a panel discussion at the social justice conference, Sen. Kamala Harris, D-CA., says the new legislation will focus on ""accountability and consequence for bad policing.""",,"Equality , Race, Criminal Justice | MSNBC",national,2020-06-19  
59,MSNBC,Sharpton at JusticeCon: An understanding of psychology can...,"During his morning keynote address at JusticeCon, Rev. Al Sharpton said to Black Americans, ""What we are fighting now is the same spirit that brought us here in the first place.""",,"Equality , Race, Criminal Justice | MSNBC, Society",national,2020-06-19  
60,MSNBC,Schumer echoes MLK at JusticeCon: ‘Juneteenth symbolizes...,"In remarks delivered at the virtual social justice conference, Sen. Chuck Schumer, D-N.Y., reflected on the history of Juneteenth and called out systemic issues in the U.S. criminal justice system.",,"Equality , Race, Criminal Justice | MSNBC, Society",national,2020-06-19  
61,MSNBC,"'Badge or not,' MLB Star Chris Archer wants everyone to be...","Pittsburgh Pirates Pitcher and Baseball star, Chris Archer joins MSNBC's Craig Melvin to discuss the role he has taken on in the fight against police brutality and racial injustice.",,"Society, Equality , Civil Liberties, Race, Criminal Justice | MSNBC, Black Lives Matter",national,2020-06-18  
62,MSNBC,Officer charged in Rayshard Brooks' death: 'I thought he was...,Officer Devin Brosnan discusses his first impression of Rayshard Brooks.,MTP Daily ,"Black Lives Matter, Best of last night",national,  2020-06-18
63,MSNBC,"Cory Booker on GOP police bill: ‘Heavy on symbols, but very...","Sen. Booker on Senate Republicans’ police reform legislation: “It offers no real teeth or accountability to make real substantive change, which is what people are demanding.”",All In with Chris Hayes ,"Republicans, Race, Equality , Congress, White House, Senate, Cory Booker, Black Lives Matter, Police Brutality, Donald Trump, Best of last night",national,  2020-06-17
64,MSNBC,Netflix CEO donates $120 million to shine light on HBCU's...,"MSNBC's Craig Melvin sits down with Reed Hastings, CEO of Netflix, to discuss the reason why he chose to donate $120 million to historically black colleges and universities. Various HBCU leaders also join the conversation to speak on the difference a",,"Equality , Race, Economic Inequality, Black Lives Matter",national,2020-06-17  
65,MSNBC,What is- and isn't- part of Trump's executive order on policing,"In announcing his executive order on police reform, Trump seemed to show he hasn’t really listened to protesters’ concerns about racism in policing and demands for accountability. His speech failed to address concerns about systemic racism at all, and",,Race,national,2020-06-17  
66,MSNBC,‘Horrified’: New Mexico governor reacts to shooting at...,"Gov. Michelle Lujan Grisham of New Mexico: “I fear that we have some folks in our law enforcement entities who I think have promoted, potentially, the efforts of these militia. And we intend to independently investigate that and determine exactly what’s",All In with Chris Hayes ,"Race, Equality , Guns, Society, Black Lives Matter, New Mexico, Best of last night",national,  2020-06-16
67,MSNBC,‘Legitimacy crisis’: Chris Hayes says NYPD milkshake incident...,"Chris Hayes: “Of course, police, like any institution, any government body are going to make mistakes. But it's just not acceptable to have police lying so flagrantly and casually, about matters large and small. And they keep doing it.”",All In with Chris Hayes ,"Race, Equality , Black Lives Matter, Police Brutality, New York, Donald Trump, Best of last night",national,  2020-06-16
68,MSNBC,How Black Lives Matter effectively pushed Trump on policing...,"President Donald Trump signed a new executive order outlining several police reform measures, showing the impact of protests and Black Lives Matter activists. MSNBC’s Ari Melber reports on the role of public pressure in this growing movement.",,,national,2020-06-16  
69,MSNBC,Christian Cooper on why Black people don’t need to answer to...,NY birdwatcher Christian Cooper: “You don’t participate in your own dehumanization. You don’t give them the power to determine your actions when you’re not doing anything wrong…To have their unwarranted fears placated by you justifying your existence.”,All In with Chris Hayes ,"Race, Equality , Black Lives Matter, Best of last night",national,  2020-06-15
70,MSNBC,Protecting health care for LGBTQ individuals during coronavirus,The Trump administration on Friday finalized its rollback of protections against gender identity discrimination in health care regulated by the Affordable Care Act. Actress and advocate Laverne Cox and Brooke Sopelsa of NBC Out discuss.,Morning Joe  ,"Equality , LGBT, Black Lives Matter, Donald Trump, Best of last night",national,  2020-06-15
71,MSNBC,'Lift Me Up' offers words of hope during difficult times,Joe Scarborough's new song 'Lift Me Up' offers words of hope during difficult times.,Morning Joe  ,"Race, Equality , Black Lives Matter, Best of last night",national,  2020-06-15
72,MSNBC,Joe Scarborough's new song 'Lift Me Up' a song of hope during...,Joe Scarborough's new song 'Lift Me Up' offers words of hope during difficult times. The Rev. Al Sharpton discusses the song's importance before the video.,Morning Joe  ,"Race, Equality , Black Lives Matter, Best of last night",national,  2020-06-15
73,MSNBC,Autopsy reveals Rayshard Brooks death ruled a homicide,"Authorities in Georgia ruled Sunday that the fatal police shooting of Rayshard Brooks outside an Atlanta Wendy's was a homicide. Brooks, 27, died after he was shot twice in the back on Friday, the Fulton County Medical Examiner's Office said in a",Morning Joe  ,"Race, Equality , Policing, Black Lives Matter, Police Brutality, Best of last night",national,  2020-06-15
74,MSNBC,Autopsy reveals Rayshard Brooks death ruled homicide,Authorities autopsy revealed that the fatal police shooting of Rayshard Brooks was ruled a homicide. The medical examiner said Brooks suffered two gunshot wounds to the back.,,"Race, Equality , Black Lives Matter",national,2020-06-14  
75,MSNBC,Fulton County DA promises to fully investigate fatal shooting...,"Fulton County District Attorney, Paul Howard, joins MSNBC’s Joshua Johnson to discuss the recent police shooting of Rayshard Brooks in Atlanta, Ga. Newly released video from one of the officer’s body cameras shows the moments leading up to the fatal",,"Race, Equality",national,2020-06-14  
76,MSNBC,Actor Sean Penn’s non-profit offers COVID-19 testing at protests,"As nationwide protests continue, actor Sean Penn wants to make sure demonstrators stay safe. Penn’s non-profit ‘CORE’ is planning to administer free COVID-19 testing at Black lives matter protests as the coronavirus continues to remain a threat.",Weekends with Alex Witt ,Black Lives Matter,national,  2020-06-14
77,MSNBC,Ben Carson: Fatal police shooting of Rayshard Brooks is ‘not...,"Housing and Urban Development Secretary Ben Carson said the fatal shooting of Rayshard Brooks was, “A situation that is not clear cut.” Roland Martin, Host, and managing editor of #RolandMartinUnfiltered reacted saying he would tell Carson to, “Shut the",,"Race, Equality",national,2020-06-14  
78,MSNBC,Rayshard Brooks' family attorney says he does not know what...,"When asked how justice can be served for the death of Rayshard Brooks, family attorney L. Chris Stewart responds ""I don't even know what that is and I've been doing this for 15 years. I don't know what justice is anymore.'",Weekends with Alex Witt ,"Race, Equality , Black Lives Matter, Georgia",national,  2020-06-14
79,MSNBC,Velshi: ‘Defunding the police’ isn’t as radical as you think,MSNBC’s Ali Velshi says reallocating resources from police departments to social services would prevent the unnecessary use of deadly force.,,"Policing, Georgia, Black Lives Matter, Police Brutality, Best of last night",national,2020-06-14  
80,MSNBC,Ibram X. Kendi: 'The heartbeat of racism is denial',"Ibram X. Kendi, author of “How To Be An Antiracist,” explains that the first step is acknowledging your complicity.",,"Race, Equality , Black Lives Matter",national,2020-06-14  
81,MSNBC,Rayshard Brooks’ attorney: He ended up dead from a situation...,"L. Chris Stewart, attorney for the families of Rayshard Brooks and Ahmaud Arbery, says Brooks had “a very polite exchange” with police before he was shot in the back.",,"Race, Equality , Policing, Georgia, Black Lives Matter, Police Brutality, Best of last night",national,2020-06-14  
82,MSNBC,Congressman Al Green Calls For Dept. Of Reconciliation To...,"Democratic Congressman Al Green of Texas joins MSNBC’s Joshua Johnson to discuss his push for the Department of Reconciliation to heal the nation. In the spirit of President Lyndon B. Johnson who declared the War on Poverty in 1964, Green details that the",,,national,2020-06-13  
83,MSNBC,Athletes for activism: LeBron James and others rally support...,"Journalists Jemele Hill and Cari Champion join Rev. Al Sharpton to talk the current professional sports 
climate amid this moment of protest.",PoliticsNation with Al Sharpton ,"Celebrities, Voting Rights, Black Lives Matter, Sports, Best of last night",national,  2020-06-13
84,MSNBC,Support for Black Lives Matter reaches all-time high,"A majority of Americans now support the Black Lives Matter movement. ""It's encouraging to see more white people out there on the streets protesting because Black folks, we have been protesting from the very beginning,” says Alencia Johnson. ""I think as",The Last Word with Lawrence O'Donnell ,"Black Lives Matter, Black Lives Matter, Best of last night",national,  2020-06-12
85,MSNBC,Trayvon Martin’s mom explains why she’s running for office,"Eight years after her son Trayvon Martin was killed, Sybrina Fulton is running for local office in Florida: “Even though I’m a national figure, I felt that my passion belongs right here.”",All In with Chris Hayes ,"Race, Equality , Trayvon Martin, Black Lives Matter, Best of last night",national,  2020-06-12
86,MSNBC,"After Floyd death, LeBron James puts 'activism into action'...","Megastar LeBron James is teaming up with athletes and celebrities, taking action following the death of George Floyd to form""More Than a Vote,"" a new voting rights group aimed at helping African Americans get to the polls. WNBA All Star and ESPN Analyst",,"Culture, Society, Black Lives Matter, Sports, Best of last night",national,2020-06-12  
87,MSNBC,'Wrath of God:' Dave Chappelle addresses police officers in...,"In a newly released comedy special, Comedian Dave Chappelle addressed the murder of George Floyd. In the socially-distant comedy special entitled “8:46,” a nod to the length of time the officers knelt on Floyd’s neck, Chappelle said “one of the hardest",,"Culture, Society, Black Lives Matter, Police Brutality, Best of last night",national,2020-06-12  
88,MSNBC,Lawmakers beginning to act in response to nationwide protests,"As protestors continue to push the Black Lives Matter movement forward, Stephanie Ruhle is joined by pollster Cornell Belcher, MSNBC Anchor Joshua Johnson, and Politico’s Chief Political Correspondent Tim Alberta to discuss the response we’ve seen from",MSNBC Live with Stephanie Ruhle ,,national,  2020-06-12
89,MSNBC,"We are reaching a tipping point, says BLM co-founder",Co-chair of the Poor People's Campaign Rev. William Barber and Black Lives Matter co-founder Alicia Garza join Morning Joe to discuss the recent protests around the country following the death of George Floyd and how the country is changing following,Morning Joe  ,"National Security, Congress, Police Brutality, Best of last night",national,  2020-06-12
90,MSNBC,Robert De Niro: ‘People have to take a stand’,Robert De Niro tells Lawrence O’Donnell that he is hopeful for the future because people are standing up to Donald Trump.,The Last Word with Lawrence O'Donnell ,"Race, Equality , Black Lives Matter, Donald Trump, Best of last night",national,  2020-06-11
91,MSNBC,‘Cowards’: Rep. Rush slams Chicago police caught lounging in...,"Rep. Rush got word his Chicago office was burglarized. But when he looked at the surveillance tape, he saw up to 13 police officers, drinking coffee, making popcorn, even napping in the space. ""These are absolutely a bunch of cowards in blue uniforms.""",All In with Chris Hayes ,"Race, Equality , Congress, Black Lives Matter, Police Brutality, Best of last night, Chicago",national,  2020-06-11
92,MSNBC,Chris Hayes on why racists are drawn to Trump,Chris Hayes: “There is an undeniable racial component to the bond that he has with a certain part of his base.”,All In with Chris Hayes ,"Republicans, Race, Equality , Black Lives Matter, Police Brutality, Donald Trump, Best of last night, history",national,  2020-06-11
93,MSNBC,'People are saying: We gave you a chance. Now we want to...,"Writer and Activist, Philip McHarris and Sheriff Jerry Clayton join MSNBC's Craig Melvin for an enlightening conversation on calls to defund the police.",,"Society, Equality , Civil Liberties, Race, Policing, Black Lives Matter, Police Brutality",national,2020-06-11  
