X1,Publication,Title,Tagline,Author,Category,City,Date
24,msnbcmask,Sen. Jones: GOP should have been wearing masks a month ago,"Sen. Doug Jones, D-Ala., discusses infection rates in his state, why he says GOP colleagues should have been promoting mask wearing a month ago and what he thinks about handling confederate monuments.",Morning Joe  ,"Health, Economy, Donald Trump, Best of last night",national,  2020-07-01
25,msnbcmask,Republicans distance themselves from Trump on masks,"Republican lawmakers including Sens. Lamar Alexander, Mitch McConnell and Rep. Kevin McCarthy are encouraging the public to wear masks to halt the spread of the coronavirus, signaling a break with the president on the issue.",Morning Joe  ,"Health, Economy, Donald Trump, Best of last night",national,  2020-07-01
26,msnbcmask,Harvard Global Health Director: 'We should get rid of indoor...,"Dr. Ashish Jha, director of the Harvard Global Health Institute, tells Lawrence O'Donnell that the U.S. should mandate wearing masks, get rid of large indoor gatherings, including indoor dining at bars and restaurants, and ramp up testing and contact",The Last Word with Lawrence O'Donnell ,Best of last night,national,  2020-06-30
27,msnbcmask,Local leaders not in Trump's thrall issue new mask mandates,"Rachel Maddow reports on new local mask wearing mandates being issued around the country as Donald Trump and the leaders who seek to flatter him continue to eschew the simplest, most obvious way to reduce the spread of coronavirus.",The Rachel Maddow Show ,"Health, Donald Trump, Best of last night",national,  2020-06-30
28,msnbcmask,"As COVID hampers Trump's re-election, GOP allies demand he...","A new spike in the coronavirus is impacting public health in the U.S. -- and Donald Trump’s campaign. Trump allies are now pleading with Trump to follow his own CDC guidelines, including wearing a mask, a point MSNBC’s Ari Melber explores with Compton",,"Health, Global Health, Donald Trump, Best of last night",national,2020-06-30  
29,msnbcmask,"See Sean Hannity tell Fox viewers to wear a mask, picking CDC...","While many Trump allies have followed his lead in playing down aspects of the coronavirus, now Trump allies are joining the CDC (and the medical consensus) in urging people to wear masks during the virus pandemic. MSNBC’s Ari Melber reports on how",,"Health, Global Health, Fox News, Donald Trump, Best of last night",national,2020-06-30  
30,msnbcmask,Florida closing beaches as COVID-19 cases surge,"NBC's Kerry Sanders brings us the latest from Florida   that ""clearly this [mask] has become a political issue as a man off-camera yells “take the mask off” and ""go Trump.""",MTP Daily ,,national,  2020-06-30
31,msnbcmask,Pence makes irresponsible rally stop as COVID-19 flares in Texas,"Rachel Maddow criticizes Mike Pence for arranging an indoor campaign rally with a large choir not in masks in the coronavirus hot spot of Dallas, Texas.",The Rachel Maddow Show ,"Mike Pence, Best of last night",national,  2020-06-29
32,msnbcmask,CDC Adviser: ‘It’s a lot easier to wear a mask than a ventilator’,"Dr. William Schaffner, infectious disease specialist at Vanderbilt University, stresses the importance of wearing a mask to prevent the spread of coronavirus because, “the mask has no politics and neither does the virus”",Deadline: White House ,Health,national,  2020-06-29
33,msnbcmask,Pence won't wear or even say 'face mask' during latest COVID...,"With coronavirus cases spiking in states across the country, the Trump Coronavirus Task Force finally holds its first meeting in months and the vice president defended the Trump campaign's recent indoor rallies. Shannon Pettypiece and Susan Page discuss.",The 11th Hour with Brian Williams ,"Health, Global Health, Arizona, Florida, Texas, California, Mike Pence, Donald Trump, Best of last night",national,  2020-06-26
34,msnbcmask,Premature Arizona reopening coincided with Trump publicity visit,"Rachel Maddow notes that as Arizona struggles against a flood of coronavirus cases, part of the reason the state opened before it was ready appears to be so it would coincide with Donald Trump's maskless visit to an Arizona mask factory.",The Rachel Maddow Show ,"Health, Arizona, Donald Trump, Best of last night",national,  2020-06-26
35,msnbcmask,Gov. Asa Hutchinson: 'Consistent national message' on masks is...,Gov. Asa Hutchinson (R-Ark.) discusses the importance of wearing masks and social distancing and the role national leadership plays in enforcing that on citizens.,MTP Daily ,"Arkansas, Best of last night",national,  2020-06-26
36,msnbcmask,Miami Mayor: ‘The problem we are having is behavior’,"Mayor of Miami Francis Suarez speaks to the importance of wearing a mask in order to prevent the spread of the virus, as Florida sees a spike in positive cases",Deadline: White House ,Florida,national,  2020-06-26
37,msnbcmask,Dr. Anne Rimoin: ‘Politicization of wearing masks’ is a problem,"Epidemiologist and UCLA Professor, Dr. Anne Rimoin discusses the rising number of COVID-19 cases.",,,national,2020-06-26  
38,msnbcmask,"Columbia, SC Mayor Benjamin: We need to act with 'true...","As local leaders take action to curb rising COVID-19 cases in the South, Mayor Steve Benjamin joins Andrea Mitchell to discuss his pandemic response and the new public mask requirement in Columbia, South Carolina, saying it takes discipline and",Andrea Mitchell Reports ,South Carolina,national,  2020-06-26
39,msnbcmask,Miami Beach Mayor: ‘Masks have to be mandatory’,"As coronavirus cases spike in the state of Florida, Miami Beach Mayor Dan Gelber joins Stephanie Ruhle to discuss the situation in Miami Beach and whether he thinks the state needs to act now to avoid shutting down again.",MSNBC Live with Stephanie Ruhle ,,national,  2020-06-26
40,msnbcmask,Dr. Gupta: Governors must lead on COVID-19 because Trump won't,MSNBC Medical Contributor Dr. Vin Gupta says governors must require masks and ban indoor dining at restaurants as the number of states with surging coronavirus outbreaks shocks public health officials.,The 11th Hour with Brian Williams ,"National Security, Health, Food, Global Health, Arizona, Texas, California, Donald Trump, Best of last night, Oklahoma",national,  2020-06-26
41,msnbcmask,Palm Beach County residents argue against mask mandate at...,Palm Beach County residents erupted towards local officials at a commissioner meeting over the area’s mask mandate.,Hardball with Chris Matthews ,,national,  2020-06-25
42,msnbcmask,'The time for feckless leadership is over': Dr. Vin Gupta...,"Dr. Vin Gupta tells Andrea Mitchel that mask usage should be mandatory across the country, as new cases hit record highs after a wave of reopenings.",Andrea Mitchell Reports ,Health,national,  2020-06-25
43,msnbcmask,"Yakima, WA Mayor: Must keep local workers safe because 'we...","The Mayor of Yakima, Washington Patricia Byers joins Chris Jansing as her city experiences a surge in Coronavirus cases that are beginning to overwhelm local hospitals. Due to a mask ordinance she has put in place, mask-wearing in Yakima and its farming",,Washington,national,2020-06-25  
44,msnbcmask,"Rick Scott, Marco Rubio suggest public should wear masks","Sen. Rick Scott, R-Fla., and Sen. Marco Rubio, R-Fla., are urging the public to wear a mask in order to stop the spread of the coronavirus, indicating why wearing a mask is a public health and not a political issue. The panel discusses.",Morning Joe  ,"Health, Economy, Donald Trump, Best of last night",national,  2020-06-25
45,msnbcmask,Miami Mayor on making masks mandatory in his city,"As the number of coronavirus cases are going up in the state of Florida, Miami is making masks mandatory. Miami Mayor Francis Suarez joins Stephanie Ruhle to discuss what is concerning him and whether Miami opened too soon.",MSNBC Live with Stephanie Ruhle ,,national,  2020-06-24
46,msnbcmask,Trump allies break with him: 'Disturbing' coronavirus spike...,President Trump holds an indoor rally in Arizona as COVID-19 cases hit a record there and Dr. Fauci warns of a “disturbing” surge nationwide. MSNBC’s Ari Melber reports on Trump breaking his own administration’s coronavirus recommendations as he appears,,"Health, Global Health, White House, Donald Trump, Best of last night",national,2020-06-23  
47,msnbcmask,'Hardly a mask in sight': Trump campaigns in Arizona as...,"NBC News’ Vaughn Hillyard reports from Phoenix, Arizona, where President Trump is holding a campaign rally as cases surge in the state. One observation from Vaughn: “Hardly a mask in sight.”",Hardball with Chris Matthews ,"Arizona, Donald Trump",national,  2020-06-23
48,msnbcmask,Fmr. FL Rep. David Jolly: Attendees of Arizona rally are...,"MSNBC's Craig Melvin hears from Vaughn Hillyard as he reports from Arizona where residents await President Trump's arrival. David Jolly, former Florida representative, and Dr. Irwin Redlener, Director of the National Center for Disaster Preparedness at",,"Society, Arizona, Donald Trump",national,2020-06-23  
49,msnbcmask,"AZ ER Doctor: With COVID-19, not wearing a mask is 'really...","Politicized by the president, health experts still say that one of the surest ways to prevent the spread of coronavirus is for people to wear masks. Dr. Murtaza Akhter joins to discuss.",The 11th Hour with Brian Williams ,"National Security, Health, Global Health, White House, White House, Arizona, Donald Trump, Best of last night",national,  2020-06-22
50,msnbcmask,Two more members of Trump Tulsa team who attended rally test...,"Two additional White House advance personnel have tested positive for coronavirus after attending the Tulsa rally. Trump Campaign Communications Manager says, “These staff members attended the rally but were wearing masks during the entire event. Upon the",,,national,2020-06-22  
51,msnbcmask,Los Angeles Mayor: Let's fix policing and make it better,Los Angeles Mayor Eric Garcetti and Patrick Gaspard of Open Society Foundation join Morning Joe to discuss coronavirus infection rates as parts of the state reopen and the importance of wearing masks. Mayor Garcetti and Gaspard also discuss policing.,Morning Joe  ,"Equality , Race, Policing, Best of last night",national,  2020-06-22
52,msnbcmask,Florida Governor attributes spike in cases to farmworkers,"Mónica Ramírez; founder & president of Justice for Migrant Women, and Nick Gonzalez, spokesperson for the #Masks4Farmworkers campaign, join MSNBC's Alicia Menendez to respond to Florida Gov. Ron DeSantis’s comments about farmworkers.",,"Race, Equality , Immigration",national,2020-06-21  
53,msnbcmask,"No social distancing, many seen not wearing masks at Trump...","As President Trump began his rally in Tulsa, Nicolle Wallace says, “If you look at all those videos from inside, there are not a lot of mask wearers inside.”",Hardball with Chris Matthews ,Donald Trump,national,  2020-06-20
54,msnbcmask,"Dr. Michael Osterholm: 'Think twice' before going to a large,...","As the number of COVID-19 cases spike, Director of CIDRAP, Dr. Michael Osterholm says people should ""at least wear a mask"" before going to a large, indoor rally.",,"Race, Equality",national,2020-06-19  
55,msnbcmask,AZ’s GOP Governor relents and allows local leaders to require...,"After Arizona set two records this week for daily coronavirus infections, Gov. Doug Ducey decided on Wednesday to allow local officials to determine mask ordinances for their cities and towns. ""It took some pressure - more than a thousand doctors signed a",The Last Word with Lawrence O'Donnell ,"Arizona, Best of last night",national,  2020-06-18
56,msnbcmask,'They'll understand in the long run': mayor issues mask order,"Mayor Steven Reed of Montgomery, Alabama, talks with Rachel Maddow about overruling the city council and issuing an executive order requiring masks as coronavirus runs rampant through his city.",The Rachel Maddow Show ,"Health, Alabama, Best of last night",national,  2020-06-18
57,msnbcmask,Dr. Gottlieb: Virus outbreaks happening in parts of U.S.,"Former FDA commissioner Dr. Scott Gottlieb weighs in on the spike in coronavirus cases in the South and Southwest, why he says wearing masks helps lower the rate of infection, what he thinks about a fall resurgence and the promise of a steroid in the",Morning Joe  ,"Health, Economy, Donald Trump, Best of last night",national,  2020-06-18
58,msnbcmask,UCLA Professor: 'We’ve had politics infect our public’s health',UCLA Professor Anne Rimoin says the politicization of wearing a mask has negatively affected public health.,,,national,2020-06-17  
59,msnbcmask,Senator encourages masks at upcoming Trump rally,"Sen. James Lankford, R-Okla., weighs in on the president's plans to hold a rally this month in Oklahoma amid concerns over the spread of coronavirus. Sen. Lankford says he encourages attendees to wear masks. Sen. Lankford also discusses police reform",Morning Joe  ,"Republicans, Best of last night",national,  2020-06-17
60,msnbcmask,Trump's own coronavirus task force sending wildly mixed messages,Fauci says he wouldn't go to Trump's rally and Pence had lunch at an Iowa diner with no mask or social distancing. Both men are on Trump's coronavirus task force. Dr. Nahid Bhadelia joins to discuss.,The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,  2020-06-16
61,msnbcmask,Montgomery city council rejects mask rule over pleas of doctors,"Rachel Maddow relays a report from the Montgomery Advertiser of the city council voting down a proposal to require masks be worn in public, even after local doctors spoke in favor of the proposal as the city struggles to keep up with a burgeoning COVID-19",The Rachel Maddow Show ,"Health, Alabama, Best of last night",national,  2020-06-16
62,msnbcmask,Chinese consulates using coronavirus to influence communities...,"NBC News' Josh Lederman joins Morning Joe First Look to further explain his article ""Chinese consulates deploying 'mask diplomacy' in U.S. communities.""",Morning Joe First Look ,China,national,  2020-06-15
63,msnbcmask,Localities scramble to curb rising COVID-19 rates amid vocal...,"With coronavirus case rates rising in a number of states, some local officials are trying to hold back the surge by pausing reopening or requiring mask use in public. But the Trump administration continues to ignore the numbers. And increasing hostility",,Health,national,2020-06-13  
64,msnbcmask,Unmasked: Trump pushes COVID waiver as Pence deletes...,"Confirmed cases of COVID-19 are rising in the United States, despite a worldwide decline.  Vice President Pence deletes a tweet showing campaign staffers without masks or social distancing – ignoring his own task force’s guidelines. As Trump is getting",,"Mike Pence, Donald Trump, Best of last night",national,2020-06-12  
65,msnbcmask,Doctor cautions 'nothing has changed' on wearing masks,Dr. Ashish Jha of Harvard Medical School weighs in on World Health Organization officials announcing asymptomatic coronavirus patients aren't driving the spread of the virus.,Morning Joe  ,"Health, Economy, Donald Trump, Best of last night",national,  2020-06-09
66,msnbcmask,Cuomo urges protesters to 'demonstrate with a mask on' to...,"New York Governor Andrew Cuomo urged those gathering to protest the death of George Floyd to ""demonstrate with a mask on"" to prevent the spread of coronavirus.",,,national,2020-05-30  
67,msnbcmask,Doctor calls on governors to implement mandatory masks in public,"Dr. Vin Gupta, assistant professor of pulmonary and critical care medicine at the University of Washington, discusses why he's calling for governors across the country to institute mandatory mask policies in public places immediately.",Morning Joe  ,"Health, Best of last night",national,  2020-05-28
68,msnbcmask,Trump views ditching a face mask as a projection of power,"While visiting a NASA facility in Florida, the president once again appeared in public without wearing a face mask despite the recommendations of his own government. Jill Colvin reacts.",The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Global Health, White House, White House, NASA, Donald Trump, Best of last night",national,  2020-05-27
69,msnbcmask,"Trump attacks and deflects as U.S. COVID-19 deaths top 100,000","On the day the confirmed U.S. death toll from the coronavirus reached the grim milestone of 100,000, the president spent his morning attacking his critics and more before heading to Florida and touring a NASA facility without wearing a face mask.",The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Economy, White House, White House, Donald Trump, Best of last night",national,  2020-05-27
70,msnbcmask,Open warfare over wearing a mask between the president and...,Even close Trump allies join the pro-mask chorus while the president refuses,Deadline: White House ,Donald Trump,national,  2020-05-27
71,msnbcmask,Doctors weigh in on wearing face mask in public,Doctors Leana Wen and Dave Campbell discuss the attacks from President Trump on Joe Biden for taking the advice of medical experts and wearing a mask in public.,Morning Joe  ,"Health, Global Health, Best of last night",national,  2020-05-27
72,msnbcmask,"Wearing a mask is 'not political,' says reporter","The president on Tuesday took issue with Reuters White House correspondent Jeff Mason wearing a mask while asking a question at a press briefing, accusing him of wanting to be 'politically correct.' Mason joins Morning Joe to discuss.",Morning Joe  ,"Health, Economy, Donald Trump, Best of last night",national,  2020-05-27
73,msnbcmask,Trump mocks Biden for wearing mask on Memorial Day,The president on Tuesday mocked Joe Biden for wearing a mask outdoors on Memorial Day. Biden responded in an interview by calling Trump 'a fool' and stressing recommendations from doctors on wearing masks in public.,Morning Joe  ,"Health, Economy, Joe Biden, Donald Trump, Best of last night",national,  2020-05-27
74,msnbcmask,Biden blasts mask-averse Trump as a 'fool' as U.S. deaths near...,"With confirmed COVID-19 deaths in America nearing 100,000, the president continued his dismissal of masks and attacks on voting-by-mail as Joe Biden hit back against his Republican opponent.",The 11th Hour with Brian Williams ,"Republicans, Democrats , National Security, Health, Elections, Global Health, Joe Biden, Donald Trump, Best of last night",national,  2020-05-26
75,msnbcmask,Harvard Global Health director: 'We are just taking risks that...,"Dr. Ashish Jha, the director of the Harvard Global Health Institute, tells Lawrence O'Donnell that the increase in diagnostic COVID-19 testing is only a ""small part"" and not ""the major driver"" behind the rise of coronavirus cases in states that reopened",The Last Word with Lawrence O'Donnell ,"White House, Donald Trump, Best of last night",national,  2020-05-26
76,msnbcmask,A stark illustration of the choice voters will have in November,"A split screen from Memorial Day as Joe Biden follows federal government guidelines to wear a mask in public, while Donald Trump does not",Deadline: White House ,"Joe Biden, Donald Trump",national,  2020-05-26
77,msnbcmask,Claire McCaskill: ‘Only Donald Trump could make wearing a mask...,"President Trump recently shared a tweet mocking Vice President Biden for wearing a mask. Claire McCaskill says: “What he (Trump) has done is that he’s basically convinced people that if you’re wearing a mask, you’re somehow not manly. Well, real men wear",,,national,2020-05-26  
78,msnbcmask,Schmidt: U.S. has 'never had a president who has performed...,President Trump and former Vice President Joe Biden clearly show the divide playing out across the country in relation to the coronavirus pandemic. Former Republican strategist Steve Schmidt joins Stephanie Ruhle to discuss the upcoming presidential,MSNBC Live with Stephanie Ruhle ,,national,  2020-05-26
79,msnbcmask,Biden follows guidance on masks; Trump wears no mask,"Joe Biden appeared in public Monday for the first time in more than two months, laying a wreath to honor the fallen at a Delaware war memorial and wearing a mask. President Trump also marked the day commemorating U.S. war dead but didn't wear a mask.",Morning Joe  ,"Health, Economy, Joe Biden, Donald Trump, Best of last night",national,  2020-05-26
80,msnbcmask,Dr. Vin Gupta: ‘Universal masking’ is crucial in preventing...,"Dr. Vin Gupta, a pulmonologist, joins Lawrence O’Donnell to discuss the “huge gap” between what you see on the frontlines and the “all is well” attitude President Trump conveys about our health care system in fighting the coronavirus.",The Last Word with Lawrence O'Donnell ,"Donald Trump, Best of last night",national,  2020-05-25
81,msnbcmask,Dr. Gupta: 'We need mandatory masks' to reopen,Dr. Vin Gupta discusses what needs to be done to reopen safely.,MTP Daily ,,national,  2020-05-25
82,msnbcmask,California issues new guidelines for reopening houses of worship,California state officials issued new guidelines for places of worship to reopen. The DOJ had sent a letter to the state last week warning that the existing reopening plans discriminated against churches. Under the new guidelines staff members and,,,national,2020-05-25  
83,msnbcmask,How masks have been politicized even as more states require...,"Dr. Vanessa Kerry and Rick Stengel join Andrea Mitchell to discuss the politicization of guidance around mask wearing, with more states now requiring their use in public to reduce the virus's spread while President Trump still declines to wear one in",Andrea Mitchell Reports ,"Health, Donald Trump",national,  2020-05-25
84,msnbcmask,Michigan attorney general: 'There's not a Constitutional right...,MI attorney general Dana Nessel discusses protests against the stay-at-home order after calling Trump a “petulant child” for refusing to wear a mask during his tour of a local Ford factory.,,"Michigan, Donald Trump, Best of last night",national,2020-05-23  
85,msnbcmask,North Dakota Gov. Burgum makes emotional plea on wearing face...,"As protests against coronavirus restrictions continue, North Dakota Governor Doug Burgum made an emotional plea for people not to ""mask shame"" others who chose to wear them.  Eddie Glaude discusses the impact President Trump has had on these protests and",Weekends with Alex Witt ,North Dakota,national,  2020-05-23
86,msnbcmask,Public health expert: Keep wearing a face mask,UCLA's Dr. Anne Rimoin joins to discuss the importance wearing face masks will continue to have in fighting the coronavirus pandemic.,The 11th Hour with Brian Williams ,"National Security, Health, Global Health, Best of last night",national,  2020-05-22
87,msnbcmask,Alabama coach Nick Saban wears mask in new PSA,Alabama coach Nick Saban wears a mask in a new public service announcement urging mask-wearing and social distancing. The panel discusses.,Morning Joe  ,"Health, Economy, Best of last night",national,  2020-05-22
88,msnbcmask,"Eyeing 2020 race, Trump pushes reopening as unemployment soars","With portions of Michigan dealing with flooding, Trump talked politics while refusing to wear a mask in front of the media while visiting a Ford facility in Michigan.",The 11th Hour with Brian Williams ,"Republicans, Afghanistan, National Security, Health, Elections, Economy, Global Health, Economy and Jobs News, Videos & Top Stories, White House, White House, Unemployment, Joe Biden, Donald Trump, Best of last night",national,  2020-05-21
89,msnbcmask,Michigan doctor: Trump is ‘failing us yet again’ by not...,"Dr. Rob Davidson, an E.R. physician, and Ron Klain, the Ebola czar of the Obama administration, join Lawrence O’Donnell to discuss why the president not wearing a mask gives Americans license to say “I don’t have to protect myself.”",The Last Word with Lawrence O'Donnell ,"Donald Trump, Best of last night",national,  2020-05-21
90,msnbcmask,"Trump refuses mask in public as U.S. COVID-19 deaths top 95,000","Visiting a Ford facility in Michigan, Trump failed again to wear a face mask in front of the media as U.S. deaths from the coronavirus continue to increase.",The 11th Hour with Brian Williams ,"Republicans, National Security, Health, White House, White House, Michigan, Donald Trump, Best of last night",national,  2020-05-21
91,msnbcmask,"Trump eschews leadership role, flouts Michigan mask rule","Michigan Governor Gretchen Whitmer talks with Rachel Maddow about her disappointment, though not surprise, that Donald Trump did not fulfill the responsibility of his leadership role to model behavior for the sake of public health and instead chose to",The Rachel Maddow Show ,"Health, Michigan, Donald Trump, Best of last night",national,  2020-05-21
92,msnbcmask,"Ford asked Trump to wear mask during visit, Pres. Trump...","Ford asked Pres. Trump to wear a mask while touring production plant Shaq Brewster says, “They [Ford] said, ‘Bill Ford encouraged Pres. Trump to wear a mask when he arrived. He wore a mask during a private viewing of three Ford GTs … the president later",MTP Daily ,Best of last night,national,  2020-05-21
93,msnbcmask,Michigan AG: 'There is no sound legal basis' for Trump's...,"Michigan State Attorney General Dana Nessel joins Andrea Mitchell to discuss what she calls President Trump's legal and moral obligation to wear a mask during his visit to a Ford plant, and respond to his threat to withhold funding to the state over mail",Andrea Mitchell Reports ,"Michigan, Donald Trump",national,  2020-05-21
94,msnbcmask,Adequate PPE still a problem for American health care workers,Rachel Maddow shares the results of a new poll in which health care workers report shortages of masks and other protective equipment even after months of widespread public attention on the issue.,The Rachel Maddow Show ,"Health, Best of last night",national,  2020-05-20
95,msnbcmask,Why does Trump prefer to not wear a mask? A reporter explains,"President Trump is set to visit a Ford manufacturing plant in Michigan this week, where masks are required. Yet Trump says 'we'll see' if he will comply. Carol Lee and Jonathan Lemire discuss.",Morning Joe  ,"Republicans, White House, Donald Trump, Best of last night",national,  2020-05-20
96,msnbcmask,"With Trump pushing hydroxychloroquine, will it become next...",With a growing number of Americans divided over whether to wear a face mask - something Trump has repeatedly failed to do - will the unproven drug hydroxychloroquine become the next political fight during the coronavirus pandemic? Sam Stein and Ashley,The 11th Hour with Brian Williams ,"Republicans, Democrats , National Security, Health, Economy, Global Health, White House, White House, Donald Trump, Best of last night",national,  2020-05-19
97,msnbcmask,"Trump won't wear a mask, but keeps pushing unproven drug","The president has repeatedly failed to take the recommended COVID-19 precaution of wearing a mask, but keeps pushing bogus theories and untested drugs. Philip Rucker and Nancy Cook discuss.",The 11th Hour with Brian Williams ,"Republicans, National Security, Health, Global Health, White House, White House, Donald Trump, Best of last night",national,  2020-05-18
